id,price
0,15945.677516730013
1,15975.146515102566
2,1047.1813026903878
3,440.74852027881246
4,3782.9392748116265
5,1941.5418436988007
6,788.4649870558393
7,5001.743046843887
8,754.044910864414
9,4241.903877282024
10,8514.096898929656
11,3872.201696151377
12,577.2149217822339
13,980.6930182673718
14,4116.245230050266
15,7947.946999819458
16,2128.9109574346553
17,1809.9937956793915
18,2384.789019563676
19,17188.491414101303
20,4839.541604892791
21,5493.158247338117
22,6890.795523249984
23,1075.1975744166161
24,1257.6118916882886
25,931.1106186904693
26,2807.942079797362
27,578.3112721540715
28,1722.4335590838205
29,4988.396122956157
30,4401.018971824527
31,912.3831365196717
32,6234.60362160343
33,892.6521901054988
34,3574.179643475891
35,623.2904875217687
36,643.1075417487633
37,2190.8551682396537
38,2907.403383025409
39,572.1032127751719
40,889.4973615803507
41,4103.941033498824
42,2875.5506834080193
43,6356.947102391601
44,4079.187568732978
45,3189.988397197307
46,7701.112127238393
47,1843.8461513383993
48,11937.06728873539
49,717.5885239937093
50,2034.7599504603754
51,798.5688153072009
52,8488.665001267076
53,3217.1454158597376
54,9795.02651025492
55,6657.504737616957
56,754.7107520200992
57,719.2996410079982
58,5074.996715994062
59,6328.409632699074
60,3874.5777128352534
61,840.5848062201152
62,16764.646091134728
63,10178.710682028412
64,2690.87057349223
65,6998.321055592478
66,1025.3058661534199
67,1927.9388477741488
68,8697.550326773406
69,878.2619846923958
70,3881.9490149407397
71,509.2125818147074
72,1199.8666064911274
73,878.0422085239302
74,3763.3830179138786
75,2714.1947559513833
76,1481.332703883269
77,1783.4327529393818
78,4175.562101462365
79,5498.222106316567
80,719.6104567884217
81,1195.4774854792965
82,1449.2125162421476
83,1230.8138266815554
84,5175.989161917449
85,716.0778268514882
86,726.0142158879648
87,2173.2162842168227
88,2970.8530230535875
89,11998.087180474282
90,1644.2642391570596
91,657.7229401631963
92,469.787492224456
93,549.8505361540924
94,3489.502042123557
95,14047.64302787322
96,815.9488240047107
97,1849.0034668086773
98,425.16512572157484
99,2420.919864669417
100,723.6606761975896
101,536.483093211868
102,2409.184648023428
103,4197.923703016222
104,837.4821469881323
105,5961.485882522047
106,1003.8513063587931
107,5401.69726406175
108,5087.196823613227
109,16179.460116775215
110,15915.970861130834
111,1010.4272338463677
112,3985.020845354975
113,4102.4883816032425
114,2916.6222090809365
115,789.4013154371391
116,755.9809403815058
117,1519.410712750138
118,4322.086430469037
119,1587.3925980790268
120,1108.6290777115832
121,589.3773442008282
122,16368.31207201022
123,4399.586623394371
124,3544.3698176233784
125,5717.255701312303
126,9566.343625196696
127,10746.402030044677
128,723.7563062472951
129,530.9877603142272
130,2589.6690964638005
131,2872.077407846668
132,5859.837174185993
133,6509.809649349631
134,5919.13367612052
135,2827.2676446600567
136,673.8259046836506
137,1001.4583114781168
138,1098.0793894030837
139,3805.406237541673
140,8334.906865002096
141,4719.565516629697
142,5038.891444572688
143,1398.7182822837244
144,14298.234486037372
145,12642.180425034343
146,536.6062097786676
147,10384.1376976012
148,3453.484964185835
149,2869.653400979911
150,3526.875275277973
151,2064.7854812605988
152,7499.872099728764
153,1789.6792705892335
154,4967.078369030238
155,4780.577344076217
156,2267.013911003688
157,4130.534819581986
158,3275.8346046968113
159,6548.131160774708
160,2633.3749287375
161,9429.694736109555
162,628.1920314668428
163,3838.442599819481
164,1476.9467339454902
165,898.5335986180913
166,1012.3243799670348
167,510.95155833798754
168,2478.0100982426416
169,812.6679426966916
170,15092.3605418517
171,751.1248569055209
172,648.4743454470049
173,2856.5407128347765
174,15999.118080051123
175,1454.240420603634
176,1709.6579348309647
177,2858.3072007992046
178,1182.321462215365
179,4086.1763684390803
180,3353.0407455800787
181,1050.647126676024
182,535.2325170798908
183,10760.259665334106
184,951.3856748207222
185,1239.0240981220018
186,795.8601711489941
187,4293.746863366545
188,4369.561005928994
189,917.5693704723129
190,2345.8744762330066
191,3797.397372017124
192,2583.371198618294
193,2688.54077075559
194,1003.1832868321547
195,882.3807242526423
196,662.5769623680721
197,16269.282114417732
198,5320.701751486839
199,8009.889442869902
200,929.0257701151753
201,16394.49536573279
202,3733.47474371034
203,4690.976426043988
204,5166.443196827055
205,4981.79884774375
206,13090.812374898673
207,1337.9577085613025
208,3339.884189905108
209,4656.6197012453085
210,7634.4541563852445
211,2084.604717134473
212,4441.6539802192465
213,961.2471251650464
214,1302.7591197206386
215,14154.204525472105
216,863.7927820100199
217,9395.266094872237
218,11834.791471534849
219,2079.2688014381315
220,1228.3577777980577
221,11672.763038532317
222,942.0443092076787
223,12367.843335235
224,2342.079925702394
225,2841.546891222217
226,4631.750046127916
227,7850.130374984325
228,6541.1214072792545
229,8872.931488172591
230,2015.9761969693689
231,722.2336865165021
232,490.61007444697725
233,13817.528767974556
